	 D00035	 D00110	 D00136	 D00195	 D00219	 D00225	 D00227	 D00228	 D00234	 D00252	 	D00274	 D00283	 D00293	 D00294	 D00303	 D00319	 D00326	 D00329	 D00331	 D00332	 D00335	 D00336	 D00338	 D00340	 D00345	 D00349	 D00351	 D00354	 D00358	 D00364	 D00367	 D00373	 D00379	 D00380	 D00392	 D00394	 D00418	 D00437	 D00438	 D00451	 D00456	 D00464	 D00474	 D00477	 D00480	 D00495	 D00499	 D00504	 D00512	 D00513	 D00519	 D00521	 D00524	 D00528	 D00530	 D00533	 D00536	 D00537	 D00538	 D00539	 D00542	 D00543	 D00544	 D00545	 D00546	 D00547	 D00548	 D00549	 D00550	 D00552	 D00553	 D00560	 D00563	 D00574	 D00593	 D00594	 D00607	 D00611	 D00615	 D00616	 D00617	 D00618	 D00619	 D00629	 D00631	 D00633	 D00636	 D00638	 D00639	 D00640	 D00642	 D00647	 D00648	 D00649	 D00650	 D00651	 D00654	 D00656	 D00658	 D00677	 D00678	 D00694	 D00697	 D00704	 D00708	 D00709	 D00711	 D00726	 D00732	 D00733	 D00735	 D00738	 D00739	 D00740	 D00741	 D00759	 D00760	 D00761	 D00765	 D00771	 D00775	 D00779	 D00791	 D00798	 D00799	 D00809	 D00812	 D00816	 D00823	 D00831	 D00960	 D00963	 D00964	 D01071	 D01108	 D01111	 D01118	 D01242	 D01243	 D01253	 D01256	 D01275	 D01287	 D01295	 D01350	 D01448	 D01450	 D01453	 D01575	 D01599	 D01603	 D01712	 D01768	 D01799	 D01828	 D01854	 D01969	 D02041	 D02086	 D02087	 D02088	 D02092	 D02098	 D02101	 D02163	 D02173	 D02204	 D02207	 D02234	 D02237	 D02253	 D02261	 D02262	 D02272	 D02347	 D02356	 D02360	 D02362	 D02409	 D02461	 D02485	 D02546	 D02566	 D02630	 D02914	 D03037	 D03180	 D03274	 D03365	 D03450	 D03580	 D03742	 D03826	 D03830	 D03878	 D03991	 D04034	 D04048	 D04370	 D04790	 D04985	 D04999	 D05024	 D05077	 D05156	 D05453	 D05458	 D05461	 D06106	 D06172
D02347	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D02356	0.00000	0.03060	0.05070	0.04870	0.01280	0.08400	0.10590	0.00570	0.00000	0.08480	0.02370	0.05010	0.08000	0.04510	0.04350	0.00490	0.05090	0.05190	0.12950	0.00000	0.01590	0.05230	0.00000	0.09540	0.03840	0.00200	0.00000	0.06130	0.04440	0.05140	0.00000	0.01600	0.00000	0.00000	0.00000	0.00620	0.02570	0.08900	0.02380	0.08080	0.02020	0.00000	0.00000	0.07750	0.03820	0.00000	0.00060	0.00000	0.06370	0.00160	0.00000	0.00000	0.00000	0.02090	0.00000	0.08380	0.00000	0.05690	0.02960	0.00370	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.08670	0.04870	0.00020	0.00020	0.02690	0.07800	0.00000	0.04080	0.04030	0.00000	0.00000	0.12620	0.14660	0.05310	0.00130	0.91280	0.00010	0.00010	0.00050	0.08560	0.07880	0.05320	0.03600	0.00180	0.06520	0.00000	0.00000	0.00510	0.00000	0.00000	0.03010	0.03620	0.00060	0.02110	0.00280	0.00000	0.00000	0.00000	0.03700	0.00650	0.03250	0.00000	0.00000	0.00000	0.00840	0.00000	0.00010	0.00000	0.00220	0.00000	0.00000	0.04670	0.00000	0.00000	0.02860	0.02430	0.00710	0.00550	0.02660	0.01260	0.00040	0.06140	0.00000	0.00000	0.00000	0.00000	0.07880	0.00000	0.02420	0.00000	0.03540	0.00000	0.00830	0.00000	0.04320	0.00260	0.00560	0.00000	0.00110	0.02320	0.02090	0.00000	0.02420	0.00000	0.11120	0.00000	0.00000	0.00000	0.00050	0.00000	0.00000	0.04330	0.00000	0.00000	0.02570	0.00000	0.04870	0.00250	0.04080	0.00000	0.00000	0.02960	0.00000	0.00070	0.00000	0.00000	0.01380	0.00000	1.00000	0.06450	0.05510	0.00000	0.00000	0.00000	0.00000	0.02760	0.00000	0.10080	0.00000	0.00000	0.04760	0.00000	0.00000	0.01270	0.04640	0.00000	0.15350	0.00000	0.00000	0.03820	0.03720	0.00060	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01630	0.00000	
D02360	0.00000	0.11390	0.14420	0.07700	0.00000	0.19260	0.04600	0.05530	0.00010	0.16550	0.01570	0.14370	0.18580	0.02890	0.00470	0.06040	0.18450	0.02940	0.09970	0.00000	0.05500	0.03440	0.00000	0.11680	0.03330	0.01530	0.00000	0.19830	0.05800	0.07850	0.00210	0.04630	0.00000	0.00000	0.00000	0.05940	0.03650	0.08760	0.01600	0.09600	0.09040	0.00000	0.00000	0.02710	0.06780	0.00000	0.01860	0.00000	0.12700	0.05410	0.00650	0.00000	0.00940	0.07640	0.00000	0.14300	0.00000	0.16130	0.08340	0.07870	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.07610	0.07750	0.00620	0.01320	0.03610	0.15840	0.00000	0.03270	0.01670	0.00000	0.00000	0.10080	0.07190	0.03760	0.00590	0.06240	0.00350	0.00000	0.02400	0.08030	0.04300	0.01670	0.02560	0.00060	0.07380	0.00000	0.00000	0.01490	0.00000	0.00000	0.01990	0.00000	0.01190	0.08770	0.05620	0.00000	0.00000	0.00000	0.17680	0.02510	0.10190	0.01620	0.00050	0.00000	0.03810	0.00000	0.00120	0.00670	0.02230	0.00000	0.00000	0.05030	0.00000	0.00000	0.07540	0.05590	0.03620	0.01160	0.07730	0.01530	0.09140	0.22320	0.00000	0.00000	0.00000	0.00000	0.01000	0.00000	0.02410	0.00000	0.06190	0.00000	0.06820	0.00000	0.05280	0.00130	0.02210	0.00000	0.02360	0.05130	0.07640	0.00000	0.02330	0.00000	0.04670	0.00000	0.00000	0.00000	0.00360	0.00000	0.00000	0.05350	0.00000	0.00000	0.03490	0.00290	0.07700	0.05060	0.02770	0.00000	0.00000	0.02480	0.00000	0.00500	0.00000	0.00000	0.00910	0.00000	0.06450	1.00000	0.20560	0.00000	0.00000	0.00000	0.00000	0.06340	0.06060	0.05400	0.00000	0.00000	0.07450	0.00000	0.00000	0.02940	0.05470	0.04780	0.05430	0.00000	0.00000	0.08200	0.03800	0.01130	0.00000	0.00000	0.00000	0.04150	0.00000	0.00000	0.00390	0.00000	0.00000	0.02280	0.00000	
D02362	0.00000	0.09500	0.17520	0.08770	0.00610	0.21840	0.08500	0.09730	0.00010	0.22220	0.01700	0.14520	0.18900	0.02270	0.00510	0.05370	0.26530	0.01280	0.11170	0.00000	0.01520	0.05230	0.00000	0.11760	0.03760	0.03190	0.00000	0.28410	0.07310	0.05760	0.00140	0.06670	0.01020	0.00250	0.00000	0.04160	0.07780	0.09830	0.02290	0.11160	0.12280	0.00000	0.00000	0.00900	0.08150	0.00000	0.02200	0.00000	0.15230	0.04820	0.00000	0.00000	0.01040	0.06860	0.00000	0.16000	0.00000	0.18830	0.07470	0.02730	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.09200	0.08940	0.00710	0.01870	0.04570	0.15810	0.00000	0.04600	0.02760	0.00000	0.00000	0.13380	0.05450	0.07380	0.01720	0.05940	0.01300	0.00390	0.04080	0.07840	0.05580	0.01800	0.02070	0.00180	0.05040	0.00000	0.00000	0.01280	0.00000	0.00000	0.01430	0.00750	0.00880	0.12550	0.11300	0.00000	0.00000	0.00000	0.21900	0.00950	0.11970	0.01180	0.00630	0.00000	0.00130	0.00000	0.01780	0.00000	0.04040	0.00000	0.00000	0.04770	0.00000	0.00000	0.10130	0.05320	0.05860	0.03100	0.09480	0.00590	0.06200	0.30330	0.00000	0.00000	0.00000	0.00000	0.00720	0.00000	0.01610	0.00000	0.06060	0.00000	0.10120	0.00000	0.06230	0.00170	0.01320	0.00000	0.02860	0.06240	0.06860	0.00000	0.03960	0.00000	0.07870	0.00000	0.00000	0.00000	0.00460	0.00000	0.00070	0.06620	0.00000	0.00000	0.04420	0.00210	0.08770	0.05550	0.04560	0.00000	0.00000	0.00020	0.00000	0.00600	0.00000	0.00000	0.00000	0.00000	0.05510	0.20560	1.00000	0.00000	0.00000	0.00000	0.00000	0.07470	0.01270	0.07640	0.00000	0.00000	0.07320	0.00000	0.00000	0.03670	0.07740	0.00000	0.03420	0.00000	0.00000	0.07160	0.03520	0.00690	0.00000	0.00000	0.00000	0.01300	0.00000	0.00000	0.01990	0.00000	0.00000	0.00290	0.00000	
D02409	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D02461	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D02485	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D02546	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D02566	0.00000	0.01090	0.03620	0.00300	0.00000	0.09750	0.00260	0.15280	0.00000	0.06320	0.00000	0.04620	0.06770	0.00000	0.00000	0.01390	0.07170	0.01760	0.03280	0.00000	0.02410	0.00490	0.00000	0.03760	0.02910	0.00000	0.00000	0.05950	0.02110	0.00010	0.00000	0.04500	0.00000	0.00000	0.00000	0.00000	0.00100	0.02670	0.00000	0.00810	0.01180	0.00000	0.00000	0.00000	0.02470	0.00000	0.05850	0.00000	0.03830	0.00000	0.00000	0.00000	0.00010	0.00120	0.00000	0.04760	0.00000	0.07290	0.00660	0.00240	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.02920	0.02790	0.00000	0.00000	0.03190	0.07610	0.00000	0.03780	0.00000	0.00000	0.00000	0.00960	0.01860	0.00010	0.00000	0.02770	0.00000	0.00000	0.00000	0.06300	0.01920	0.00000	0.00370	0.00000	0.01210	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01230	0.04640	0.00000	0.00000	0.00000	0.04130	0.00020	0.08070	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00540	0.00000	0.00000	0.02130	0.00000	0.00000	0.03360	0.00040	0.03050	0.04210	0.00530	0.00000	0.12630	0.04540	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01860	0.00000	0.02440	0.00000	0.01190	0.00260	0.00000	0.00000	0.04590	0.00210	0.00120	0.00000	0.00000	0.00000	0.00270	0.00000	0.00000	0.00000	0.01610	0.00000	0.00000	0.02300	0.00000	0.00000	0.00000	0.00000	0.00300	0.00050	0.08400	0.00000	0.00000	0.00000	0.00000	0.02270	0.00000	0.00000	0.00000	0.00000	0.02760	0.06340	0.07470	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00660	0.00000	0.00000	0.03700	0.00000	0.00000	0.00640	0.02630	0.00000	0.02770	0.00000	0.00000	0.03790	0.00020	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D02630	0.00000	0.02820	0.06270	0.00000	0.00000	0.01170	0.00000	0.00000	0.00000	0.03010	0.00000	0.00070	0.01370	0.00000	0.00000	0.00000	0.05270	0.00000	0.00090	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.03350	0.00130	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00310	0.00000	0.00000	0.00000	0.00000	0.02320	0.00000	0.00000	0.00000	0.00170	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.04910	0.00000	0.00260	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00130	0.00180	0.00000	0.00000	0.00000	0.01750	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.03560	0.00000	0.00000	0.00000	0.04110	0.00000	0.05440	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.03070	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.03910	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00090	0.00000	0.00000	0.00000	0.00000	0.00150	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00140	0.00000	0.00000	0.00450	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.06060	0.01270	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.03450	0.00000	0.00000	0.00000	0.03780	0.00000	0.00000	0.00000	0.00000	0.13420	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D02914	0.00000	0.02250	0.03240	0.04550	0.00990	0.11970	0.02500	0.00510	0.00000	0.11380	0.02530	0.09140	0.05950	0.00000	0.03870	0.02250	0.05260	0.00290	0.16390	0.00000	0.03350	0.04380	0.00000	0.17520	0.06430	0.03550	0.00000	0.09770	0.03990	0.04400	0.00000	0.03930	0.00000	0.00000	0.00000	0.00600	0.06010	0.07780	0.00630	0.04640	0.04420	0.00000	0.00000	0.03020	0.02680	0.00000	0.00260	0.00000	0.07380	0.01680	0.00000	0.00000	0.00000	0.03500	0.00000	0.11750	0.00000	0.07990	0.03420	0.00600	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.06720	0.03750	0.00420	0.04950	0.02380	0.06520	0.00000	0.10070	0.07580	0.00000	0.00000	0.58700	0.11110	0.06120	0.03970	0.10120	0.03340	0.00000	0.00000	0.08860	0.06250	0.03160	0.02780	0.00210	0.02780	0.00000	0.00000	0.06600	0.00000	0.00000	0.00010	0.00500	0.01990	0.04340	0.05850	0.00000	0.00000	0.00000	0.09300	0.01360	0.04220	0.00000	0.00200	0.00000	0.00660	0.00000	0.00000	0.00200	0.01470	0.00000	0.00000	0.02920	0.00000	0.00000	0.02950	0.01850	0.03820	0.00980	0.05100	0.05400	0.02010	0.08420	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.04900	0.00000	0.01580	0.00000	0.03230	0.00000	0.05010	0.00090	0.02150	0.00000	0.00680	0.03100	0.03500	0.00000	0.05810	0.00000	0.02340	0.00000	0.00000	0.00000	0.00400	0.00000	0.01880	0.03580	0.00000	0.00000	0.04380	0.00000	0.04550	0.01310	0.02570	0.00000	0.00000	0.00010	0.00000	0.00560	0.00000	0.00000	0.01060	0.00000	0.10080	0.05400	0.07640	0.00000	0.00000	0.00000	0.00000	0.00660	0.00000	1.00000	0.00000	0.00000	0.02630	0.00000	0.00000	0.02590	0.04270	0.00000	0.06960	0.00000	0.00000	0.03500	0.01280	0.02000	0.00000	0.00000	0.00000	0.00460	0.00000	0.00000	0.02810	0.00000	0.00000	0.01420	0.00000	
D03037	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
