	D00035	 D00110	 D00136	 D00195	 D00219	 D00225	 D00227	 D00228	 D00234	 D00252	 D00274	 D00283	 D00293	 D00294	 D00303	 D00319	 D00326	 D00329	 D00331	 D00332	 D00335	 D00336	 D00338	 D00340	 D00345	 D00349	 D00351	 D00354	 D00358	 D00364	 D00367	 D00373	 D00379	 D00380	 D00392	 D00394	 D00418	 D00437	 D00438	 D00451	 D00456	 D00464	 D00474	 D00477	 D00480	 D00495	 D00499	 D00504	 D00512	 D00513	 D00519	 D00521	 D00524	 D00528	 D00530	 D00533	 D00536	 D00537	 D00538	 D00539	 D00542	 D00543	 D00544	 D00545	 D00546	 D00547	 D00548	 D00549	 D00550	 D00552	 D00553	 D00560	 D00563	 D00574	 D00593	 D00594	 D00607	 D00611	 D00615	 D00616	 D00617	 D00618	 D00619	 D00629	 D00631	 D00633	 D00636	 D00638	 D00639	 D00640	 D00642	 D00647	 D00648	 D00649	 D00650	 D00651	 D00654	 D00656	 D00658	 D00677	 D00678	 D00694	 D00697	 D00704	 D00708	 D00709	 D00711	 D00726	 D00732	 D00733	 D00735	 D00738	 D00739	 D00740	 D00741	 D00759	 D00760	 D00761	 D00765	 D00771	 D00775	 D00779	 D00791	 D00798	 D00799	 D00809	 D00812	 D00816	 D00823	 D00831	 D00960	 D00963	 D00964	 D01071	 D01108	 D01111	 D01118	 D01242	 D01243	 D01253	 D01256	 D01275	 D01287	 D01295	 D01350	 D01448	 D01450	 D01453	 D01575	 D01599	 D01603	 D01712	 D01768	 D01799	 D01828	 D01854	 D01969	 D02041	 D02086	 D02087	 D02088	 D02092	 D02098	 D02101	 D02163	 D02173	 D02204	 D02207	 D02234	 D02237	 D02253	 D02261	 D02262	 D02272	 D02347	 D02356	 D02360	 D02362	 D02409	 D02461	 D02485	 D02546	 D02566	 D02630	 D02914	 D03037	 D03180	 D03274	 D03365	 D03450	 D03580	 D03742	 D03826	 D03830	 D03878	 D03991	 D04034	 D04048	 D04370	 D04790	 D04985	 D04999	 D05024	 D05077	 D05156	 D05453	 D05458	 D05461	 D06106	 D06172
D01828	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D01854	0.00000	0.00510	0.01040	0.01300	0.00000	0.03060	0.01410	0.00000	0.00000	0.03000	0.01690	0.03380	0.01520	0.00000	0.00790	0.00000	0.00990	0.00000	0.01730	0.00000	0.00140	0.04790	0.00000	0.02200	0.02640	0.00060	0.00000	0.03390	0.00350	0.03830	0.00000	0.00140	0.00000	0.00000	0.00000	0.00130	0.00550	0.01440	0.00050	0.01010	0.00790	0.00000	0.00000	0.00440	0.02390	0.00000	0.00000	0.00000	0.01860	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.02560	0.00000	0.03290	0.01180	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00120	0.00380	0.00000	0.00000	0.00000	0.01540	0.00000	0.01140	0.02320	0.00000	0.00000	0.05190	0.01100	0.00740	0.00000	0.00320	0.00000	0.00000	0.00000	0.01190	0.00000	0.00160	0.00990	0.00000	0.01640	0.00000	0.00000	0.00120	0.00000	0.00000	0.00010	0.11380	0.01400	0.00500	0.00430	0.00000	0.00000	0.00000	0.05690	0.00000	0.00330	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00130	0.00000	0.00000	0.00000	0.00000	0.00000	0.01590	0.00000	0.00160	0.00000	0.00380	0.00000	0.00090	0.01050	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.02280	0.00000	0.00760	0.00000	0.02300	0.00000	0.01770	0.00000	0.00000	0.00000	0.00000	0.00150	0.00010	0.00000	0.00520	0.00000	0.01490	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00350	0.00000	0.00000	0.01010	0.00000	0.01330	0.00000	0.00010	0.00000	0.00000	0.00020	0.00000	0.71810	0.00000	0.00000	0.00000	0.00000	0.00350	0.01240	0.00700	0.00000	0.00000	0.00000	0.00000	0.01550	0.00000	0.00960	0.00000	0.00000	0.00730	0.00000	0.00000	0.00000	0.01410	0.00000	0.01010	0.00000	0.00000	0.00730	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D01969	0.00000	0.00210	0.00270	0.00000	0.00000	0.00000	0.00160	0.00000	0.00000	0.00310	0.00000	0.00000	0.00120	0.00000	0.00000	0.00000	0.00060	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00090	0.00080	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01220	0.00330	0.00000	0.00000	0.00000	0.00030	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00140	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00150	0.00000	0.00000	0.00000	0.00080	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00140	0.00380	0.00000	0.00120	0.00000	0.01850	0.01200	0.00090	0.00000	0.00440	0.00270	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00510	0.00120	0.00000	0.00000	0.00000	0.00000	0.00000	0.00120	0.00060	0.02830	0.00000	1.00000	0.00580	0.00000	0.00250	0.05650	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00440	0.00600	0.00420	0.00610	0.00220	0.02120	0.00510	0.00090	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00240	0.00000	0.00000	0.00000	0.00150	0.00520	0.00000	0.00000	0.00000	0.00050	0.00000	0.00000	0.00000	0.00000	0.00170	0.00000	0.00000	0.00000	0.00000	1.00000	0.05040	0.00090	0.04170	1.00000	0.00000	0.00510	0.00000	0.00000	0.00000	0.00000	0.00000	0.01090	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00190	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01170	0.00000	0.00000	0.00000	0.00000	
D02041	0.00000	0.00010	0.00010	0.01410	0.00000	0.00370	0.00010	0.00000	0.00000	0.00110	0.00000	0.00160	0.00010	0.00000	0.00000	0.00300	0.00000	0.00000	0.00220	0.00000	0.00360	0.00000	0.00000	0.01330	0.00000	0.00000	0.00000	0.00710	0.02440	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00350	0.00000	0.02620	0.03390	0.00000	0.00000	0.00060	0.00310	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00380	0.00000	0.00010	0.00000	0.00130	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.02000	0.00010	0.00000	0.00000	0.00000	0.00140	0.00000	0.00000	0.00000	0.00000	0.05040	0.01940	0.00640	0.00020	0.00000	0.00010	0.00000	0.00090	0.00060	0.00170	0.00000	0.00020	0.00010	0.00000	0.00280	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00030	0.03600	0.00000	0.00000	0.00000	0.00000	0.00800	0.00010	0.00060	0.00140	0.00000	0.05040	0.00030	0.00000	0.00010	0.00280	0.10920	0.00000	0.00000	0.00000	0.00000	0.00000	0.00410	0.00030	0.00020	0.00030	0.00010	0.00110	0.00030	0.00400	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00530	0.05040	0.00010	0.00000	0.00000	0.00000	0.00480	0.00470	0.00000	0.00000	0.00000	0.00320	0.00380	0.00000	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	0.05040	1.00000	0.02840	0.00210	0.05040	0.00000	0.00030	0.01410	0.00000	0.00000	0.00000	0.00000	0.00060	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00070	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01820	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.05040	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00060	0.00000	0.00000	0.00000	0.00000	
D02086	0.00000	0.06730	0.04730	0.03850	0.00000	0.05200	0.02990	0.00110	0.00030	0.04600	0.01650	0.04860	0.04540	0.00000	0.01940	0.01230	0.03410	0.02290	0.05420	0.00000	0.02050	0.01790	0.00000	0.03790	0.01780	0.00180	0.00000	0.05250	0.95330	0.03570	0.00010	0.04220	0.01470	0.00800	0.00000	0.00590	0.02580	0.06230	0.00530	0.04110	0.06530	0.00000	0.00000	0.05280	0.04100	0.00000	0.01350	0.00000	0.03490	0.02090	0.00000	0.00000	0.10380	0.02050	0.00000	0.05130	0.00000	0.03330	0.01560	0.00090	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.11490	0.15950	0.16990	0.07010	0.01920	0.03390	0.00000	0.01530	0.01350	0.00000	0.00090	0.04760	0.05570	0.04270	0.01100	0.03420	0.00740	0.03800	0.02110	0.04980	0.07260	0.01020	0.03950	0.00380	0.02270	0.00000	0.00000	0.00380	0.00000	0.00000	0.00000	0.00800	0.01700	0.06440	0.01840	0.00000	0.00000	0.00000	0.03750	0.00560	0.03330	0.01400	0.00830	0.00090	0.20100	0.00000	0.03560	0.07180	0.07630	0.00000	0.00000	0.05000	0.00000	0.00000	0.03030	0.01480	0.02770	0.00980	0.04710	0.05870	0.05810	0.05360	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00620	0.00090	0.03670	0.00000	0.00260	0.00000	0.06000	0.19830	0.00790	0.00000	0.00760	0.37060	0.02050	0.00000	0.00240	0.00000	0.02640	0.00000	0.00000	0.00000	0.00350	0.00090	0.02840	1.00000	0.00000	0.00090	0.01770	0.04870	0.03850	0.01530	0.01660	0.00000	0.02140	0.00010	0.00000	0.00360	0.00000	0.00000	0.00050	0.00000	0.03280	0.04110	0.03540	0.00000	0.00000	0.00000	0.00000	0.01060	0.00240	0.02860	0.00000	0.00000	0.04410	0.00000	0.00000	0.00520	0.02100	0.00000	0.05460	0.00000	0.00090	0.04190	0.19770	0.00930	0.00000	0.00000	0.00000	0.00090	0.00000	0.00000	0.00360	0.00000	0.00000	0.02500	0.00000	
D02087	0.00000	0.00010	0.00010	0.00000	0.00000	0.00000	0.00010	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00050	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.04170	0.00000	0.00010	0.00020	0.00000	0.00010	0.00000	0.00080	0.00050	0.00000	0.00000	0.00020	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00020	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00120	0.00000	0.04170	0.00020	0.00000	0.00010	0.00240	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00020	0.00020	0.00020	0.00030	0.00010	0.00090	0.00020	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.04170	0.00010	0.00000	0.00000	0.00000	0.00010	0.00020	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	0.04170	0.00210	0.00000	1.00000	0.04170	0.00000	0.00020	0.00000	0.00000	0.00000	0.00000	0.00000	0.00050	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.04170	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00050	0.00000	0.00000	0.00000	0.00000	
D02088	0.00000	0.00210	0.00270	0.00000	0.00000	0.00000	0.00160	0.00000	0.00000	0.00310	0.00000	0.00000	0.00120	0.00000	0.00000	0.00000	0.00060	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00090	0.00080	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01220	0.00330	0.00000	0.00000	0.00000	0.00030	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00140	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00150	0.00000	0.00000	0.00000	0.00080	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00140	0.00380	0.00000	0.00120	0.00000	0.01850	0.01200	0.00090	0.00000	0.00440	0.00270	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00510	0.00120	0.00000	0.00000	0.00000	0.00000	0.00000	0.00120	0.00060	0.02830	0.00000	1.00000	0.00580	0.00000	0.00250	0.05650	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00440	0.00600	0.00420	0.00610	0.00220	0.02120	0.00510	0.00090	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00240	0.00000	0.00000	0.00000	0.00150	0.00520	0.00000	0.00000	0.00000	0.00050	0.00000	0.00000	0.00000	0.00000	0.00170	0.00000	0.00000	0.00000	0.00000	1.00000	0.05040	0.00090	0.04170	1.00000	0.00000	0.00510	0.00000	0.00000	0.00000	0.00000	0.00000	0.01090	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00190	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01170	0.00000	0.00000	0.00000	0.00000	
D02092	0.00000	0.02000	0.04340	0.02350	0.00000	0.02700	0.02750	0.00090	0.00000	0.02820	0.82270	0.03480	0.02710	0.00630	0.06530	0.00870	0.01920	0.03090	0.03790	0.00000	0.01960	0.01290	0.00000	0.01920	0.01270	0.00570	0.00000	0.01910	0.02140	0.00920	0.00000	0.02700	0.00000	0.00000	0.00000	0.01940	0.00940	0.03010	0.00540	0.01200	0.01790	0.00000	0.00000	0.00770	0.00970	0.00000	0.00300	0.00000	0.01260	0.01040	0.00000	0.00000	0.00000	0.01590	0.00000	0.04080	0.00000	0.01520	0.03410	0.00500	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01130	0.01000	0.00000	0.00000	0.02140	0.02580	0.00000	0.04110	0.00170	0.00000	0.00000	0.03750	0.03280	0.00340	0.00010	0.01460	0.00000	0.00000	0.00000	0.04900	0.03240	0.01660	0.02420	0.00100	0.01260	0.00000	0.00000	0.00030	0.00000	0.00000	0.00000	0.02670	0.00390	0.01760	0.01470	0.00000	0.00000	0.00000	0.02840	0.00000	0.01250	0.00000	0.00710	0.00000	0.00020	0.00000	0.00000	0.00000	0.01390	0.00000	0.00000	0.00200	0.00000	0.00000	0.01200	0.06470	0.02600	0.00000	0.02820	0.01340	0.00360	0.02360	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01490	0.00000	0.00870	0.00000	0.00570	0.00000	0.06670	0.00550	0.00000	0.00000	0.00000	0.00430	0.01590	0.00000	0.01250	0.00000	0.02870	0.00000	0.00000	0.00000	0.01010	0.00000	0.00000	0.01770	0.00000	0.00000	1.00000	0.00000	0.02350	0.07450	0.04150	0.00000	0.00000	0.00000	0.00000	0.00070	0.00000	0.00000	0.00000	0.00000	0.01470	0.02060	0.02040	0.00000	0.00000	0.00000	0.00000	0.00000	0.00510	0.02300	0.00000	0.00000	0.00630	0.00000	0.00000	0.01630	0.02530	0.00000	0.02060	0.00000	0.00000	0.00610	0.00050	0.00890	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D02098	0.00000	0.00010	0.00160	0.00120	0.00000	0.00070	0.00160	0.00000	0.00000	0.01130	0.00000	0.00230	0.01240	0.00000	0.00000	0.00000	0.00730	0.00000	0.00510	0.00000	0.00080	0.00000	0.00000	0.00080	0.00010	0.00990	0.00000	0.02640	0.04630	0.00120	0.00000	0.02630	0.00000	0.00000	0.00000	0.00000	0.00250	0.00300	0.00000	0.01500	0.00350	0.00000	0.00000	0.00010	0.00110	0.00000	0.00000	0.00000	0.01800	0.00000	0.00000	0.00000	0.00000	0.00990	0.00000	0.02700	0.00000	0.00780	0.00080	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01430	0.01710	0.00000	0.00000	0.00000	0.00360	0.00000	0.00000	0.00000	0.00000	0.00510	0.01030	0.00350	0.00000	0.00000	0.00000	0.00000	0.00010	0.00010	0.10700	0.00330	0.00000	0.00350	0.02170	0.00060	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.00380	0.00000	0.00000	0.00000	0.00000	0.00670	0.00080	0.00380	0.00010	0.00000	0.00510	0.02300	0.00000	0.00160	0.00040	0.01810	0.00000	0.00000	0.01420	0.00000	0.00000	0.00480	0.00000	0.02950	0.00000	0.00620	0.00010	0.00170	0.00980	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00510	0.00000	0.00000	0.00090	0.00000	0.00240	0.07880	0.00000	0.00000	0.00170	0.01390	0.00990	0.00000	0.00180	0.00000	0.00060	0.00000	0.00000	0.00000	0.00000	0.00510	0.00030	0.04870	0.00020	0.00510	0.00000	1.00000	0.00120	0.00000	0.00590	0.00000	0.00000	0.00020	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00400	0.00430	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00550	0.00000	0.00000	0.00110	0.00210	0.00000	0.00250	0.00000	0.00510	0.00540	0.01810	0.00030	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	
D02101	0.00000	0.07650	0.05980	0.99980	0.00000	0.11180	0.02820	0.03470	0.00000	0.06460	0.01100	0.04130	0.10250	0.01170	0.02820	0.01920	0.13900	0.02560	0.05870	0.00000	0.01940	0.02180	0.00000	0.05050	0.02410	0.00490	0.00000	0.06190	0.05190	0.03660	0.00000	0.02970	0.00000	0.00220	0.00000	0.01230	0.01190	0.04910	0.00390	0.02510	0.05660	0.00000	0.00000	0.01030	0.04420	0.00000	0.00890	0.00000	0.03360	0.00510	0.00010	0.00000	0.00000	0.05470	0.00000	0.05440	0.00000	0.04820	0.01510	0.00220	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01460	0.06390	0.04610	0.01240	0.02440	0.08180	0.00000	0.02700	0.00840	0.00000	0.00000	0.05310	0.04780	0.03770	0.00150	0.02260	0.00000	0.00590	0.00650	0.04870	0.02520	0.01110	0.02400	0.00030	0.01730	0.00000	0.00000	0.01590	0.00000	0.00000	0.00000	0.00890	0.00800	0.05480	0.04360	0.00000	0.00000	0.00000	0.06270	0.00310	0.02390	0.00000	0.00030	0.00000	0.00610	0.00000	0.00240	0.00230	0.01840	0.00000	0.00000	0.00660	0.00000	0.00000	0.04830	0.02000	0.01880	0.00530	0.04050	0.00800	0.00900	0.13860	0.00000	0.00000	0.00000	0.00000	0.01200	0.00000	0.00420	0.00000	0.03690	0.00000	0.00710	0.00000	0.04190	0.00180	0.00000	0.00000	0.01620	0.01230	0.05470	0.00000	0.01040	0.00000	0.01650	0.00000	0.00000	0.00000	0.01330	0.00000	0.01410	0.03850	0.00000	0.00000	0.02350	0.00120	1.00000	0.01680	0.01350	0.00000	0.00000	0.00070	0.00000	0.00620	0.00000	0.00000	0.00190	0.00000	0.02360	0.05650	0.06060	0.00000	0.00000	0.00000	0.00000	0.00300	0.00100	0.02910	0.00000	0.00000	0.05350	0.00000	0.00000	0.57970	0.04250	0.00000	0.03060	0.00000	0.00000	0.05490	0.01550	0.00300	0.00000	0.00000	0.00000	0.10070	0.00000	0.00000	0.01810	0.00000	0.00000	0.01060	0.00000	
D02163	0.00000	0.04000	0.17190	0.01680	0.00000	0.05270	0.01970	0.00010	0.00000	0.03940	0.09170	0.01200	0.09140	0.00000	0.00060	0.01430	0.04580	0.05570	0.02660	0.00000	0.00040	0.03160	0.00000	0.04180	0.00150	0.00000	0.00000	0.02800	0.01580	0.00830	0.00000	0.00250	0.00000	0.00000	0.00000	0.01060	0.00000	0.00650	0.00000	0.00760	0.05980	0.00000	0.00000	0.00000	0.02460	0.00000	0.07120	0.00000	0.00520	0.00000	0.00000	0.00000	0.00000	0.01090	0.00000	0.02240	0.00000	0.02960	0.01800	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00830	0.05770	0.00000	0.00000	0.02660	0.03350	0.00000	0.02430	0.00000	0.00000	0.00000	0.00700	0.00010	0.02840	0.00000	0.01070	0.00070	0.00030	0.00000	0.02050	0.00490	0.00000	0.00050	0.00000	0.00040	0.00000	0.00000	0.04210	0.00000	0.00000	0.00000	0.00000	0.00360	0.06090	0.05640	0.00000	0.00000	0.00000	0.01520	0.00000	0.03180	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00490	0.00000	0.00000	0.06690	0.89040	0.00140	0.02800	0.06880	0.00000	0.00000	0.04530	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.03320	0.00000	0.04700	0.00000	0.01250	0.01870	0.00000	0.00000	0.04690	0.00610	0.01090	0.00000	0.00000	0.00000	0.01370	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01530	0.00000	0.00000	0.07450	0.00000	0.01680	1.00000	0.04430	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01080	0.03840	0.04870	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.00890	0.00000	0.00000	0.03180	0.00000	0.00000	0.00000	0.00470	0.00000	0.00010	0.00000	0.00000	0.01850	0.00020	0.00530	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.03010	0.00000	
D02173	0.00000	0.02250	0.26920	0.01350	0.00000	0.04630	0.01880	0.06570	0.00020	0.06470	0.03740	0.10080	0.05420	0.02030	0.02400	0.00900	0.03900	0.00800	0.06210	0.00000	0.00860	0.01910	0.00000	0.02750	0.01040	0.00430	0.00000	0.04410	0.01910	0.01690	0.00000	0.01130	0.00000	0.00000	0.00000	0.01740	0.00750	0.02090	0.03640	0.02100	0.02830	0.00000	0.00000	0.00000	0.07810	0.00000	0.00880	0.00000	0.04260	0.14450	0.00000	0.00000	0.00000	0.02780	0.00000	0.03920	0.00000	0.04050	0.02720	0.00460	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00870	0.02880	0.00400	0.00000	0.02700	0.06700	0.00000	0.02760	0.00230	0.00000	0.00000	0.03610	0.02990	0.00780	0.00130	0.02870	0.00000	0.00460	0.00010	0.04970	0.02510	0.00240	0.02880	0.00190	0.03430	0.00000	0.00000	0.00490	0.00000	0.00000	0.00000	0.02800	0.00670	0.02680	0.01090	0.00000	0.00000	0.00000	0.04150	0.00160	0.02360	0.00000	0.00540	0.00000	0.00180	0.00000	0.00180	0.00000	0.00410	0.00000	0.00000	0.00620	0.00000	0.00000	0.15680	0.04200	0.00550	0.02220	0.03870	0.00000	0.00700	0.05180	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.02010	0.00000	0.10520	0.00000	0.02550	0.00000	0.03410	0.00000	0.03650	0.00000	0.00850	0.00880	0.02780	0.00000	0.00790	0.00000	0.01660	0.00000	0.00000	0.00000	0.00010	0.00000	0.00000	0.01660	0.00000	0.00000	0.04150	0.00590	0.01350	0.04430	1.00000	0.00000	0.00000	0.00020	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.02810	0.04220	0.02140	0.00000	0.00000	0.00000	0.00000	0.04950	0.00000	0.01660	0.00000	0.00000	0.10670	0.00000	0.00000	0.00420	0.01870	0.12790	0.01310	0.00000	0.00000	0.10590	0.01720	0.00480	0.00000	0.00000	0.00000	0.00790	0.00000	0.00000	0.00130	0.00000	0.00000	0.01020	0.00000	
