	 D00049	 D00059	 D00079	 D00094	 D00095	 D00106	 D00110	 D00113	 D00136	 D00139	 D00180	 D00225	 D00227	 D00232	 D00234	 D00235	 D00241	 D00255	 D00270	 D00274	 D00281	 D00283	 D00295	 D00300	 D00301	 D00306	 D00318	 D00332	 D00336	 D00356	 D00364	 D00371	 D00380	 D00394	 D00397	 D00400	 D00410	 D00411	 D00415	 D00419	 D00422	 D00426	 D00432	 D00437	 D00440	 D00442	 D00443	 D00451	 D00454	 D00465	 D00480	 D00483	 D00493	 D00494	 D00498	 D00499	 D00503	 D00509	 D00513	 D00514	 D00520	 D00521	 D00522	 D00523	 D00524	 D00525	 D00528	 D00540	 D00542	 D00559	 D00560	 D00563	 D00574	 D00598	 D00601	 D00604	 D00606	 D00607	 D00609	 D00613	 D00627	 D00632	 D00635	 D00645	 D00646	 D00665	 D00666	 D00673	 D00674	 D00675	 D00676	 D00682	 D00683	 D00684	 D00687	 D00688	 D00715	 D00726	 D00760	 D00765	 D00769	 D00775	 D00779	 D00780	 D00790	 D00837	 D00838	 D00845	 D00954	 D00965	 D00987	 D00996	 D01020	 D01022	 D01024	 D01051	 D01071	 D01103	 D01118	 D01126	 D01164	 D01227	 D01236	 D01242	 D01269	 D01295	 D01297	 D01324	 D01332	 D01346	 D01352	 D01358	 D01386	 D01390	 D01441	 D01454	 D01462	 D01603	 D01652	 D01692	 D01699	 D01712	 D01713	 D01717	 D01745	 D01782	 D01828	 D01871	 D01891	 D01925	 D01964	 D01965	 D01973	 D01994	 D02007	 D02066	 D02070	 D02076	 D02082	 D02147	 D02149	 D02150	 D02234	 D02237	 D02250	 D02278	 D02279	 D02327	 D02338	 D02340	 D02342	 D02349	 D02354	 D02356	 D02357	 D02358	 D02359	 D02361	 D02374	 D02566	 D02578	 D02588	 D02614	 D02671	 D02721	 D02725	 D02826	 D02884	 D02910	 D03165	 D03187	 D03210	 D03274	 D03365	 D03415	 D03442	 D03490	 D03503	 D03621	 D03642	 D03654	 D03858	 D03879	 D03880	 D03881	 D03966	 D04006	 D04034	 D04040	 D04375	 D04625	 D04716	 D04979	 D05113	 D05129	 D05246	 D05312	 D05341	 D05740	 D05792	 D05938	 D06056	 D06396
D02150	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D02234	0.00000	0.00000	0.00000	0.00000	0.00000	0.00020	0.00000	0.00000	0.00000	0.00000	0.00000	0.00020	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000	0.00910	0.00000	0.75530	0.00000	0.00000	0.01780	0.00000	0.00030	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00040	0.00010	0.00010	0.01510	0.00000	0.00680	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.00010	0.00010	0.00000	0.00000	0.00010	0.00010	0.02070	0.03320	0.00000	0.00000	0.00000	0.01500	0.00000	0.00000	0.00000	0.00000	0.00000	0.00370	0.00000	0.00000	0.00000	0.00000	0.01260	0.00000	0.00000	0.00000	0.00010	0.00010	0.00000	0.00000	0.01260	0.00000	0.00000	0.00000	0.75530	0.00040	0.21480	0.01320	0.00000	0.00000	0.01680	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.00010	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01260	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01580	0.01680	0.00000	0.00000	1.00000	0.00000	0.00680	0.00000	0.00000	0.00000	0.02010	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.01260	0.00000	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	0.03370	0.00000	0.00000	0.00000	0.00900	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01580	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01320	0.00000	0.00000	0.00000	0.00000	
D02237	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D02250	0.00000	0.00000	0.00000	0.00000	0.00030	0.00290	0.00000	0.03830	0.00280	0.00000	0.00000	0.01420	0.00000	0.00000	0.00000	0.00170	0.03020	0.06810	0.00320	0.01550	0.03510	0.03550	0.00000	0.00510	0.00000	0.00000	0.00870	0.00000	0.07890	0.00000	0.00010	0.00020	0.00000	0.02440	0.00000	0.00400	0.00000	0.00000	0.05070	0.02490	0.00000	0.09540	0.04190	0.03340	0.12880	1.00000	0.00290	0.06480	0.05130	0.02230	0.00150	0.04450	0.01570	0.00150	0.00000	0.00000	0.01900	0.00000	0.01490	0.01660	0.00000	0.00000	0.07790	0.00350	0.00000	0.01770	0.00000	0.00000	0.00000	0.16320	0.01730	0.05660	0.00000	0.09510	0.01280	0.03510	0.00020	0.00000	0.00220	0.00000	0.02030	0.05800	0.01280	0.00000	0.00000	0.00000	0.00510	0.00000	0.04760	0.02060	0.06480	0.00000	0.05290	0.00000	0.00860	0.00000	0.00000	0.01310	0.00000	0.00000	0.09150	0.00000	0.00000	0.04550	0.00000	0.00150	0.00000	0.00000	0.00000	0.00000	0.08810	0.00030	0.00000	0.00000	0.00020	0.00000	0.00000	0.02960	0.00000	0.00000	0.07250	0.00730	0.00000	0.00150	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.07060	0.00000	0.00000	0.00000	0.00000	0.01260	0.00000	0.00020	0.00000	0.00000	0.03080	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.05780	0.00000	0.00000	0.00000	0.00000	0.00010	0.01970	0.05290	0.00030	0.00000	0.00680	0.00000	1.00000	0.00000	0.00000	0.00000	0.01450	0.02020	0.03800	0.00000	0.00000	0.07390	0.00000	0.01280	0.00000	0.00000	0.00000	0.01940	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.05380	0.04550	0.00000	0.00000	0.00320	0.00000	0.06810	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.05800	0.05800	0.05800	0.00000	0.00000	0.00320	0.01970	0.00000	0.00000	0.00000	0.00000	0.05400	0.00000	0.00000	0.02400	0.00000	0.02060	0.00860	0.00000	0.14770	0.00000	
D02278	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D02279	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D02327	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D02338	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.00060	0.00000	0.00000	0.00000	0.00040	0.00000	0.00000	0.00000	0.45900	0.07410	0.01000	0.01250	0.00000	0.08640	0.08720	0.00020	0.01520	0.00000	0.00000	0.01880	0.00000	0.02540	0.00080	0.00000	0.00000	0.03980	0.00900	0.00000	0.00000	0.00000	0.00000	0.08570	0.00000	0.01600	0.00400	0.40190	0.06070	0.00000	0.01450	0.00000	0.06200	0.00510	0.00120	0.00000	0.59970	0.01500	0.00000	0.02300	0.00000	0.01560	0.00000	0.63600	0.18330	0.00000	0.00000	0.00000	0.02560	0.00000	0.00050	0.00000	0.00000	0.00000	0.00220	0.00000	0.00000	0.00000	0.32650	0.40210	0.08640	0.00220	0.00000	0.00010	0.00010	0.00000	0.14170	0.40210	0.00000	0.00230	0.00000	0.01520	0.01600	0.08070	0.10700	0.06200	0.00000	0.03630	0.00000	0.03390	0.00000	0.00000	0.08810	0.00000	0.00000	0.00030	0.00000	0.00050	0.02690	0.00000	0.00010	0.00000	0.00000	0.00000	0.17720	0.00700	0.00000	0.00000	0.00000	0.00080	0.00000	0.00000	0.00170	0.00000	0.00000	0.01060	0.00590	0.00000	0.00000	0.13720	0.00000	0.00000	0.00000	0.00140	0.00000	0.00000	0.00000	0.00000	0.00000	0.07600	0.00000	0.00000	0.00000	0.00000	0.00080	0.00140	0.00000	0.00000	0.00800	0.04740	0.00000	0.00000	0.00000	0.00000	0.00000	0.00080	0.00000	0.09580	0.00000	0.00000	0.00000	0.00000	0.00070	0.00000	0.03630	0.00000	0.00000	0.02010	0.00000	0.01450	0.00000	0.00000	0.00000	1.00000	0.01080	0.30880	0.00800	0.00000	0.15010	0.02890	0.40210	0.00000	0.00000	0.00000	0.00020	0.00000	0.00000	0.00000	0.00000	0.01500	0.00000	0.00000	0.00000	0.09130	0.02690	0.00000	0.00000	0.01250	0.00000	0.01000	0.00000	0.00000	0.00020	0.00000	0.00000	0.00140	0.00000	0.14170	0.14170	0.14170	0.00000	0.00000	0.01250	0.00000	0.00000	0.00000	0.00000	0.00000	0.01640	0.00000	0.00000	0.00690	0.00000	0.10700	0.03390	0.00000	0.10000	0.00000	
D02340	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.18260	0.25920	0.00000	0.00000	0.02420	0.00000	0.00000	0.00000	0.00670	0.06030	0.00000	0.21720	0.16620	0.00440	0.21870	0.00010	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.15650	0.00000	0.00000	0.00000	0.00000	0.05480	0.00000	0.00010	0.15530	0.00000	0.00810	0.00010	0.02020	0.00820	0.11670	0.09980	0.00060	0.00000	0.01140	0.20320	0.00000	0.02650	0.00000	0.31360	0.00010	0.01110	0.00000	0.00000	0.00000	0.00000	0.00400	0.00000	0.01650	0.00000	0.00000	0.00000	0.00610	0.16680	0.01720	0.00000	0.00370	0.00670	0.00440	0.00000	0.00000	0.00010	0.00010	0.00000	0.00000	0.00670	0.00000	0.00000	0.00000	0.00010	0.00010	0.08920	0.00410	0.11670	0.00000	0.00900	0.00000	0.00000	0.00000	0.00000	0.12740	0.00000	0.00000	0.00000	0.00000	0.00060	0.01130	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	0.09340	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.25230	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.07460	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.05420	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00900	0.00000	0.00000	0.00010	0.00000	0.02020	0.00000	0.00000	0.00000	0.01080	1.00000	0.02710	0.00000	0.00000	0.09400	0.00900	0.00670	0.00000	0.00000	0.00000	0.14690	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00040	0.01130	0.00000	0.00000	0.21720	0.00000	0.00000	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.21720	0.00000	0.00000	0.00000	0.00000	0.00000	0.03430	0.00000	0.00000	0.01080	0.00000	0.00410	0.00000	0.00000	0.00000	0.00000	
D02342	0.00000	0.00000	0.00000	0.00000	0.02040	0.06740	0.00000	0.00870	0.00470	0.00000	0.00000	0.02220	0.00010	0.00000	0.00000	0.27060	0.00120	0.03850	0.00330	0.03770	0.09990	0.01930	0.00000	0.00000	0.00000	0.00000	0.00730	0.00000	0.00010	0.06230	0.00010	0.00000	0.00000	0.03900	0.00000	0.00010	0.00000	0.00000	0.07990	0.00680	0.01100	0.07530	0.18910	0.02440	0.00220	0.03800	0.00010	0.07090	0.02780	0.00010	0.00270	0.30800	0.02420	0.00270	0.00000	0.00360	0.02530	0.00000	0.43920	0.02150	0.00000	0.00000	0.01400	0.00090	0.00000	0.02450	0.00020	0.01700	0.00000	0.10430	0.03870	0.02250	0.00000	0.28110	0.30140	0.09990	0.00320	0.00000	0.00020	0.00000	0.00120	0.09680	0.30140	0.00000	0.00000	0.00000	0.00000	0.01100	0.09410	0.09600	0.07090	0.00000	0.00190	0.00000	0.01390	0.00000	0.00000	0.07990	0.00000	0.00000	0.07860	0.00000	0.00030	0.01530	0.00000	0.01540	0.00000	0.00000	0.00000	0.11990	0.00300	0.02040	0.00000	0.00000	0.00070	0.00000	0.00000	0.00010	0.00000	0.00000	0.02540	0.01320	0.00000	0.00270	0.09220	0.00000	0.00000	0.00000	0.00020	0.00000	0.00000	0.00000	0.00000	0.00000	0.14650	0.00000	0.00000	0.00000	0.00000	0.02090	0.00000	0.00000	0.00000	0.00550	0.05170	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.12160	0.00000	0.00000	0.00000	0.00000	0.00000	0.01810	0.00190	0.02040	0.00000	0.00000	0.00000	0.03800	0.00000	0.00000	0.00000	0.30880	0.02710	1.00000	0.00550	0.00000	0.11430	0.00990	0.30140	0.00000	0.00000	0.00010	0.03070	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.02050	0.01530	0.00000	0.00000	0.00330	0.00000	0.03850	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.09680	0.09680	0.09680	0.00000	0.00000	0.00330	0.01810	0.00000	0.00000	0.00000	0.00000	0.01200	0.00000	0.00000	0.01190	0.00000	0.09600	0.01390	0.00000	0.07930	0.00000	
D02349	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00680	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00410	0.00000	0.00000	0.00260	0.00000	0.00000	0.00000	0.00000	0.00000	0.00250	0.00310	0.00570	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00460	0.00000	0.00000	0.00000	0.00150	0.00000	0.00410	0.00000	0.00470	0.00000	0.00000	0.00000	0.00000	0.00920	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00400	0.00530	0.00250	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00910	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00880	0.00000	0.00000	0.00270	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01180	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00650	0.00000	0.00450	0.00000	0.00000	0.00000	0.00000	0.00610	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00800	0.00000	0.00550	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00530	0.00000	0.00000	0.00000	0.00000	
